DOI,Link,Abstract
"10.5334/dsj-2017-043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030868226&doi=10.5334%2fdsj-2017-043&partnerID=40&md5=9413ea07ecd7df6d61896364e2cdc7c9","While data sharing is becoming increasingly common in quantitative social inquiry, qualitative data are rarely shared. One factor inhibiting data sharing is a concern about human participant protections and privacy. Protecting the confidentiality and safety of research participants is a concern for both quantitative and qualitative researchers, but it raises specific concerns within the epistemic context of qualitative research. Thus, the applicability of emerging protection models from the quantitative realm must be carefully evaluated for application to the qualitative realm. At the same time, qualitative scholars already employ a variety of strategies for human-participant protection implicitly or informally during the research process. In this practice paper, we assess available strategies for protecting human participants and how they can be deployed. We describe a spectrum of possible data management options, such as de-identification and applying access controls, including some already employed by the Qualitative Data Repository (QDR) in tandem with its pilot depositors. Throughout the discussion, we consider the tension between modifying data or restricting access to them, and retaining their analytic value. We argue that developing explicit guidelines for sharing qualitative data generated through interaction with humans will allow scholars to address privacy concerns and increase the secondary use of their data. © 2017 The Author(s)."
"10.5334/dsj-2017-042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030871788&doi=10.5334%2fdsj-2017-042&partnerID=40&md5=0a5a26933f470ad2d4e3ee3f3b6b2104","Researchers are increasingly required to make research data publicly available in data repositories. Although several organisations propose criteria to recommend and evaluate the quality of data repositories, there is no consensus of what constitutes a good data repository. In this paper, we investigate, first, which data repositories are recommended by various stakeholders (publishers, funders, and community organizations) and second, which repositories are certified by a number of organisations. We then compare these two lists of repositories, and the criteria for recommendation and certification. We find that criteria used by organisations recommending and certifying repositories are similar, although the certification criteria are generally more detailed. We distil the lists of criteria into seven main categories: “Mission”, “Community/Recognition”, “Legal and Contractual Compliance”, “Access/Accessibility”, “Technical Structure/Interface”, “Retrievability” and “Preservation”. Although the criteria are similar, the lists of repositories that are recommended by the various agencies are very different. Out of all of the recommended repositories, less than 6% obtained certification. As certification is becoming more important, steps should be taken to decrease this gap between recommended and certified repositories, and ensure that certification standards become applicable, and applied, to the repositories which researchers are currently using. © 2017 The Author(s)."
"10.5334/dsj-2017-041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020513039&doi=10.5334%2fdsj-2017-041&partnerID=40&md5=77d9bd85e2c9c6159c8c3590a0e54157","In 2015, global attempts were made to reconcile the relationship between development and environmental issues. This led to the adoption of key agreements such as the Sustainable Development Goals. In this regard, it is important to identify and evaluate under-recognized disaster risks that hinder sustainable development: measures to mitigate climate change are the same as those that build resilience against climate-related disasters. To do this we need to advance scientific and technical knowledge, build data infrastructure that allows us to predict events with greater accuracy, and develop data archives. For this reason we have developed the Data Integration and Analysis System (DIAS). DIAS incorporates analysis, data and models from many fields and disciplines. It collects and stores data from satellites, ground observation stations and numerical weather prediction models; integrates this data with geographical and socio-economic information; then generates results for crisis management of global environmental issues. This article gives an overview of DIAS and summarizes its application to climate change analysis and disaster risk reduction. As the article shows, DIAS aims to initiate cooperation between different stakeholders, and contribute to the creation of scientific knowledge. DIAS provides a model for sharing transdisciplinary research data that is essential for achieving the goal of sustainable development. © 2017 The Author(s)."
"10.1089/big.2017.0025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049047209&doi=10.1089%2fbig.2017.0025&partnerID=40&md5=9feedd97020821f98545d9b91419b940","Storytelling connects entities (people, organizations) using their observed relationships to establish meaningful storylines. This can be extended to spatiotemporal storytelling that incorporates locations, time, and graph computations to enhance coherence and meaning. But when performed sequentially these computations become a bottleneck because the massive number of entities make space and time complexity untenable. This article presents DISCRN, or distributed spatiotemporal ConceptSearch-based storytelling, a distributed framework for performing spatiotemporal storytelling. The framework extracts entities from microblogs and event data, and links these entities using a novel ConceptSearch to derive storylines in a distributed fashion utilizing key-value pair paradigm. Performing these operations at scale allows deeper and broader analysis of storylines. The novel parallelization techniques speed up the generation and filtering of storylines on massive datasets. Experiments with microblog posts such as Twitter data and Global Database of Events, Language, and Tone events show the efficiency of the techniques in DISCRN. © 2017, Mary Ann Liebert, Inc. 2017."
"10.1089/big.2017.0028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049019764&doi=10.1089%2fbig.2017.0028&partnerID=40&md5=fb15534f254fde1ab08320d20001b184","We introduce a method called neighbor-based bootstrapping (NB2) that can be used to quantify the geospatial variation of a variable. We applied this method to an analysis of the incidence rates of disease from electronic medical record data (International Classification of Diseases, Ninth Revision codes) for ∼100 million individuals in the United States over a period of 8 years. We considered the incidence rate of disease in each county and its geospatially contiguous neighbors and rank ordered diseases in terms of their degree of geospatial variation as quantified by the NB2 method. We show that this method yields results in good agreement with established methods for detecting spatial autocorrelation (Moran's I method and kriging). Moreover, the NB2 method can be tuned to identify both large area and small area geospatial variations. This method also applies more generally in any parameter space that can be partitioned to consist of regions and their neighbors. © Copyright 2017, Mary Ann Liebert, Inc. 2017."
"10.1089/big.2017.0074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049007878&doi=10.1089%2fbig.2017.0074&partnerID=40&md5=72f333b2681d122d653d60383f831438","Recent studies show the remarkable power of fine-grained information disclosed by users on social network sites to infer users' personal characteristics via predictive modeling. Similar fine-grained data are being used successfully in other commercial applications. In response, attention is turning increasingly to the transparency that organizations provide to users as to what inferences are drawn and why, as well as to what sort of control users can be given over inferences that are drawn about them. In this article, we focus on inferences about personal characteristics based on information disclosed by users' online actions. As a use case, we explore personal inferences that are made possible from ""Likes"" on Facebook. We first present a means for providing transparency into the information responsible for inferences drawn by data-driven models. We then introduce the ""cloaking device"" - a mechanism for users to inhibit the use of particular pieces of information in inference. Using these analytical tools we ask two main questions: (1) How much information must users cloak to significantly affect inferences about their personal traits? We find that usually users must cloak only a small portion of their actions to inhibit inference. We also find that, encouragingly, false-positive inferences are significantly easier to cloak than true-positive inferences. (2) Can firms change their modeling behavior to make cloaking more difficult? The answer is a definitive yes. We demonstrate a simple modeling change that requires users to cloak substantially more information to affect the inferences drawn. The upshot is that organizations can provide transparency and control even into complicated, predictive model-driven inferences, but they also can make control easier or harder for their users. © 2017, Mary Ann Liebert, Inc. 2017."
"10.1089/big.2016.0074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049007652&doi=10.1089%2fbig.2016.0074&partnerID=40&md5=01e648b8d7496c3664bb249f5200aeb8","Significant research challenges must be addressed in the cleaning, transformation, integration, modeling, and analytics of Big Data sources for finance. This article surveys the progress made so far in this direction and obstacles yet to be overcome. These are issues that are of interest to data-driven financial institutions in both corporate finance and consumer finance. These challenges are also of interest to the legal profession as well as to regulators. The discussion is relevant to technology firms that support the growing field of FinTech. © Copyright 2017, Mary Ann Liebert, Inc. 2017."
"10.1089/big.2016.0051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049006775&doi=10.1089%2fbig.2016.0051&partnerID=40&md5=f6b38104c6455d55b1ac032066343b46","Machine learning algorithms increasingly influence our decisions and interact with us in all parts of our daily lives. Therefore, just as we consider the safety of power plants, highways, and a variety of other engineered socio-technical systems, we must also take into account the safety of systems involving machine learning. Heretofore, the definition of safety has not been formalized in a machine learning context. In this article, we do so by defining machine learning safety in terms of risk, epistemic uncertainty, and the harm incurred by unwanted outcomes. We then use this definition to examine safety in all sorts of applications in cyber-physical systems, decision sciences, and data products. We find that the foundational principle of modern statistical machine learning, empirical risk minimization, is not always a sufficient objective. We discuss how four different categories of strategies for achieving safety in engineering, including inherently safe design, safety reserves, safe fail, and procedural safeguards can be mapped to a machine learning context. We then discuss example techniques that can be adopted in each category, such as considering interpretability and causality of predictive models, objective functions beyond expected prediction accuracy, human involvement for labeling difficult or rare examples, and user experience design of software and open data. © Copyright 2017, Mary Ann Liebert, Inc. 2017."
"10.1089/big.2017.0020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048999266&doi=10.1089%2fbig.2017.0020&partnerID=40&md5=f725911459d6d86c8cea468ca5f4e9a6","Sentiment classification, the task of assigning a positive or negative label to a text segment, is a key component of mainstream applications such as reputation monitoring, sentiment summarization, and item recommendation. Even though the performance of sentiment classification methods has steadily improved over time, their ever-increasing complexity renders them comprehensible by only a shrinking minority of expert practitioners. For all others, such highly complex methods are black-box predictors that are hard to tune and even harder to justify to decision makers. Motivated by these shortcomings, we introduce BigCounter: a new algorithm for sentiment classification that substitutes algorithmic complexity with Big Data. Our algorithm combines standard data structures with statistical testing to deliver accurate and interpretable predictions. It is also parameter free and suitable for use virtually ""out of the box,"" which makes it appealing for organizations wanting to leverage their troves of unstructured data without incurring the significant expense of creating in-house teams of data scientists. Finally, BigCounter's efficient and parallelizable design makes it applicable to very large data sets. We apply our method on such data sets toward a study on the limits of Big Data for sentiment classification. Our study finds that, after a certain point, predictive performance tends to converge and additional data have little benefit. Our algorithmic design and findings provide the foundations for future research on the data-over-computation paradigm for classification problems. © 2017, Mary Ann Liebert, Inc. 2017."
"10.1016/j.bdr.2017.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028618822&doi=10.1016%2fj.bdr.2017.07.003&partnerID=40&md5=75e587f034474748aa4fa4d477d9709a","Big Data is one of the major challenges of statistical science and has numerous consequences from algorithmic and theoretical viewpoints. Big Data always involve massive data but they also often include online data and data heterogeneity. Recently some statistical methods have been adapted to process Big Data, like linear regression models, clustering methods and bootstrapping schemes. Based on decision trees combined with aggregation and bootstrap ideas, random forests were introduced by Breiman in 2001. They are a powerful nonparametric statistical method allowing to consider in a single and versatile framework regression problems, as well as two-class and multi-class classification problems. Focusing on classification problems, this paper proposes a selective review of available proposals that deal with scaling random forests to Big Data problems. These proposals rely on parallel environments or on online adaptations of random forests. We also describe how out-of-bag error is addressed in these methods. Then, we formulate various remarks for random forests in the Big Data context. Finally, we experiment five variants on two massive datasets (15 and 120 millions of observations), a simulated one as well as real world data. One variant relies on subsampling while three others are related to parallel implementations of random forests and involve either various adaptations of bootstrap to Big Data or “divide-and-conquer” approaches. The fifth variant is related to online learning of random forests. These numerical experiments lead to highlight the relative performance of the different variants, as well as some of their limitations. © 2017 Elsevier Inc."
"10.1016/j.bdr.2017.06.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028469993&doi=10.1016%2fj.bdr.2017.06.005&partnerID=40&md5=afcc12e339579d3d05849d00052879f3","Many scientific applications consist of heavy computational and analysis workload on data, and often require producing intermediate data for ongoing calculations. For instance, chemical dynamics simulations are known as heavy workload applications in terms of calculation in many aspects. There is a strong desire of seeking a solution to minimize expensive calculations by replacing them with light-weight ones. VENUS is one of these chemical dynamic simulation software packages known as classical chemical dynamics simulation, with scalar executing code and heavy calculation process. In this research, we introduce an innovative approximation method by storing, managing, and leveraging intermediate data (results) in order to speed up expensive calculations. The key idea is a newly introduced data interpolation method that leverages data points from previous calculations. The newly proposed method is a general approach that can be applied to a variety of scientific applications and disciplines. In this research, we focus on chemical dynamics simulations and the VENUS code and have developed a prototype of the data interpolation method for reduced computations. The proposed computation reduction method through increased data re-use can increase the efficiency and productivity of scientific simulations, thus can have an impact on scientific discovery powered by high performance computing simulations. © 2017 Elsevier Inc."
"10.1016/j.bdr.2017.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028459044&doi=10.1016%2fj.bdr.2017.05.003&partnerID=40&md5=966b5250b68244dcff11cb83e3facc89","Recently, distributed processing of large dynamic graphs has become very popular, especially in certain domains such as social network analysis, Web graph analysis and spatial network analysis. In this context, many distributed/parallel graph processing systems have been proposed, such as Pregel, PowerGraph, GraphLab, and Trinity. However, these systems deal only with static graphs and do not consider the issue of processing evolving and dynamic graphs. In this paper, we are considering the issues of scale and dynamism in the case of graph processing systems. We present BLADYG, a graph processing framework that addresses the issue of dynamism in large-scale graphs. We present an implementation of BLADYG on top of AKKA framework. We experimentally evaluate the performance of the proposed framework by applying it to problems such as distributed k-core decomposition and partitioning of large dynamic graphs. The experimental results show that the performance and scalability of BLADYG are satisfying for large-scale dynamic graphs. © 2017 Elsevier Inc."
"10.1016/j.bdr.2017.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028454921&doi=10.1016%2fj.bdr.2017.07.001&partnerID=40&md5=4bdea1be5dd3702010c8b5764c312b8f","Multilevel association rule mining in distributed environment plays an important role in big data analysis for making marketing strategy. Multilevel association rule provides more significant information than single level rule, and also discovers the conceptual hierarchy of knowledge from the hierarchical dataset. In this era of internet, various online marketing sites and social networking sites are generating enormous amount of data so that it becomes very difficult to process and analyze it using conventional approaches as it consumes more time. This paper overcomes the computing limitation of single node by distributing the task on multi-node cluster. The proposed method initially extracts multilevel association rules including level-crossing for each zone using distributed multilevel frequent pattern mining algorithm (DMFPM). These generated multilevel association rules are so large that it becomes complex to analyze it. Thus, MapReduce based multilevel consistent and inconsistent rule detection (MR-MCIRD) algorithm is proposed to detect the consistent and inconsistent multilevel rules from big hierarchical data which provide useful and actionable knowledge to the domain experts. These pruned interesting rules also give useful knowledge for better marketing strategy. The extracted multilevel consistent and inconsistent rules are evaluated and compared based on different interestingness measures presented together with experimental results that lead to the final conclusions. © 2017 Elsevier Inc."
"10.1016/j.bdr.2017.06.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028450899&doi=10.1016%2fj.bdr.2017.06.004&partnerID=40&md5=ae4cac4a29a7cfc28194d6b183d03a17","In-memory transactional data girds, often referred to as NoSQL data grids demand high concurrency for scalability and high performance in data-intensive applications. As an alternative concurrency control model, distributed transactional memory (DTM) promises to alleviate the difficulties of lock-based distributed synchronization. However, if a transaction aborts, DTM suffers from additional communication delays to remotely request and retrieve all its objects again, resulting in degraded performance. To avoid unnecessary aborts, the multi-versioning (MV) model of using multiple object versions in DTM can be considered. MV transactional memory inherently guarantees commits of read-only transactions, but limits concurrency of write transactions. We present a new transactional scheduler, called partial rollback-based transactional scheduler (or PTS), for a multi-versioned DTM model. The model supports multiple object versions to exploit concurrency of read-only transactions, and detects conflicts of write transactions at an object level. Instead of aborting a transaction, PTS assigns backoff times for conflicting transactions, and the transaction is rolled-back partially. We implemented PTS on Infinispan, and conducted comprehensive experimental studies on no and partial replication models. Our implementation reveals that PTS improves transactional throughput over MV-Transactional Forwarding Algorithm without PTS and a scalable one-copy serializable partial replication protocol (SCORe) by as much as 2.4× and 1.3×, respectively. © 2017"
"10.1016/j.bdr.2017.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020635899&doi=10.1016%2fj.bdr.2017.04.002&partnerID=40&md5=7339b3c53e7ff73168860bbf6137d2c9","Cardinality estimation algorithms receive a stream of elements whose order might be arbitrary, with possible repetitions, and return the number of distinct elements. Such algorithms usually seek to minimize the required storage and processing at the price of inaccuracy in their output. Real-world applications of these algorithms are required to process large volumes of monitored data, making it impractical to collect and analyze the entire input stream. In such cases, it is common practice to sample and process only a small part of the stream elements. This paper presents and analyzes a generic algorithm for combining every cardinality estimation algorithm with a sampling process. We show that the proposed sampling algorithm does not affect the estimator's asymptotic unbiasedness, and we analyze the sampling effect on the estimator's variance. © 2017 Elsevier Inc."
"10.1016/j.bdr.2017.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019476481&doi=10.1016%2fj.bdr.2017.02.001&partnerID=40&md5=cc22dced25f2ba26e0a416941c117df3","To ease the proliferation of big data, it frequently is transformed, be it by compression, be it by anonymization. Such transformations however modify characteristics of the data. In the case of time series, important characteristics are the occurrence of certain changes or patterns in the data, also referred to as events. Clearly, the less transformations modify events, the better for subsequent analyses. More specifically, the severity of those modifications depends on the application scenario, and quantifying it is far from trivial. In this paper, we propose MILTON, a flexible and robust Measure for quantifying the Impact of Lossy Transformations on subsequent event detectiON. MILTON is applicable to any lossy transformation technique on time-series data and to any general-purpose event-detection approach. We have evaluated it with several real-world use cases. Our evaluation shows that MILTON allows to quantify the impact of lossy transformations and to choose the best one from a class of transformation techniques for a given application scenario. © 2017 Elsevier Inc."
"10.1016/j.bdr.2017.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018658777&doi=10.1016%2fj.bdr.2017.02.002&partnerID=40&md5=54bb6adc8b11985f216e0d94c5f57865","Big data streams are generated continuously at unprecedented speed by thousands of data sources. The analysis of such streams need cloud resources. Due to growth of big data over cloud, allocating appropriate cloud resources has emerged as a major research problem. The current methodologies allocate cloud resources based upon data characteristics. But due to random nature of data generation, the characteristics of data in big data streams are unknown. This poses difficulty in selecting and allocating appropriate resources to big data stream. Solving this problem, an efficient resource management system is proposed in this paper. The proposed system initially estimates the data characteristics of big data stream in terms of volume, velocity, variety and variability. The estimated values are expressed in terms of a vector called Characteristics of Data (CoD). On the other hand, clusters of cloud resources are created dynamically with the help of Self-Organizing Maps (SOM). SOM uses CoD to create and allocate cluster to big data stream. Moreover, the topological ordering of clusters formed by SOM is used to reduce waiting time. The proposed system is tested experimentally. The experimental results show that the proposed system not only efficiently predicts data characteristics but also effectively enhanced the performance of cloud resources. © 2017 Elsevier Inc."
"10.1007/s41019-017-0050-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061050778&doi=10.1007%2fs41019-017-0050-4&partnerID=40&md5=92048eefbee0eebe2dc8e32360dc8799","Information integration and workflow technologies for data analysis have always been major fields of investigation in bioinformatics. A range of popular workflow suites are available to support analyses in computational biology. Commercial providers tend to offer prepared applications remote to their clients. However, for most academic environments with local expertise, novel data collection techniques or novel data analysis, it is essential to have all the flexibility of open-source tools and open-source workflow descriptions. Workflows in data-driven science such as computational biology have considerably gained in complexity. New tools or new releases with additional features arrive at an enormous pace, and new reference data or concepts for quality control are emerging. A well-abstracted workflow and the exchange of the same across work groups have an enormous impact on the efficiency of research and the further development of the field. High-throughput sequencing adds to the avalanche of data available in the field; efficient computation and, in particular, parallel execution motivate the transition from traditional scripts and Makefiles to workflows. We here review the extant software development and distribution model with a focus on the role of integration testing and discuss the effect of common workflow language on distributions of open-source scientific software to swiftly and reliably provide the tools demanded for the execution of such formally described workflows. It is contended that, alleviated from technical differences for the execution on local machines, clusters or the cloud, communities also gain the technical means to test workflow-driven interaction across several software packages. © 2017, The Author(s)."
"10.1007/s41019-017-0047-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050827846&doi=10.1007%2fs41019-017-0047-z&partnerID=40&md5=6862c94b4c00ef47727e404ed5eb2148","Scalability is increasingly important for bioinformatics analysis services, since these must handle larger datasets, more jobs, and more users. The pipelines used to implement analyses must therefore scale with respect to the resources on a single compute node, the number of nodes on a cluster, and also to cost-performance. Here, we survey several scalable bioinformatics pipelines and compare their design and their use of underlying frameworks and infrastructures. We also discuss current trends for bioinformatics pipeline development. © 2017, The Author(s)."
"10.1007/s41019-017-0048-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048714553&doi=10.1007%2fs41019-017-0048-y&partnerID=40&md5=b05d291e58c25f158c5ef627ea016c58","Data streams have arisen as a relevant topic during the last few years as an efficient method for extracting knowledge from big data. In the robust layered ensemble model (RLEM) proposed in this paper for short-term traffic flow forecasting, incoming traffic flow data of all connected road links are organized in chunks corresponding to an optimal time lag. The RLEM model is composed of two layers. In the first layer, we cluster the chunks by using the Graded Possibilistic c-Means method. The second layer is made up by an ensemble of forecasters, each of them trained for short-term traffic flow forecasting on the chunks belonging to a specific cluster. In the operational phase, as a new chunk of traffic flow data presented as input to the RLEM, its memberships to all clusters are evaluated, and if it is not recognized as an outlier, the outputs of all forecasters are combined in an ensemble, obtaining in this a way a forecasting of traffic flow for a short-term time horizon. The proposed RLEM model is evaluated on a synthetic data set, on a traffic flow data simulator and on two real-world traffic flow data sets. The model gives an accurate forecasting of the traffic flow rates with outlier detection and shows a good adaptation to non-stationary traffic regimes. Given its characteristics of outlier detection, accuracy, and robustness, RLEM can be fruitfully integrated in traffic flow management systems. © 2017, The Author(s)."
"10.1007/s41019-017-0044-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046547925&doi=10.1007%2fs41019-017-0044-2&partnerID=40&md5=5c438e100cee074419a522657e67ef91","The suitability of the GUHA data mining method in analyzing a big data matrix is studied in this report in general, and, in particular, a data matrix containing more than 80,000 road traffic accidents occurred in Finland in 2004–2008 is examined by LISp-Miner, a software implementation of GUHA. The general principles of GUHA are first outlined, and then, the road accident data is analyzed. As a result, more than 10,000 associations and dependencies, called hypothesis in the GUHA language, were found; some easily understandable of them are presented here. Our conclusion is that the GUHA method is useful, in particular when one wants to explore relatively small size, but still significant dependencies in a given large data matrix. © 2017, The Author(s)."
"10.1007/s41019-017-0045-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045145313&doi=10.1007%2fs41019-017-0045-1&partnerID=40&md5=c726d20be2087147d52d24fdc752e1d8","As a recommendation technique based on historical user information, collaborative filtering typically predicts the classification of items using a single criterion for a given user. However, many application domains can benefit from the analysis of multiple criteria, e.g. tourists usually rate attractions (hotels, attractions, restaurants, etc.) using multiple criteria. In this paper, we argue that the personalised combination of multi-criteria data together with the creation and application of trust models should not only refine the tourist profile, but also improve the quality of the collaborative recommendations. The main contributions of this work are: (1) a novel profiling approach which takes advantage of the multi-criteria crowdsourced data and builds pairwise trust models and (2) the k-NN prediction of user ratings using trust-based neighbour selection. Significant experimental work has been performed using crowdsourced datasets from the Expedia and TripAdvisor platforms. © 2017, The Author(s)."
"10.1177/0265813516652115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029440960&doi=10.1177%2f0265813516652115&partnerID=40&md5=dc49fd5ee07b0ddfd29906b12ba1e18d","Land consolidation, which aims to promote sustainable development of rural areas, involves the reorganization of space through land reallocation, both in terms of ownership and land parcel boundaries. Land reallocation, which is the core part of such schemes, is based on land values because each landowner is entitled to receive a property with approximately the same land value after land consolidation. Therefore, land value, which in the case of Cyprus is the market value, is a critical parameter, and hence it should be reliable, accurate, and fairly valued. However, the conventional land valuation process has some weaknesses. It is carried out manually and empirically by a five-member Land Valuation Committee, which visits every unique parcel in the consolidated area to assign a market value. As a result, it is time consuming and hence costly. Moreover, the outcomes can be inconsistent across valuators for whom, in the case of such a mass appraisal procedure, it is hard to analytically calculate the scores for a series of land valuation factors and compare all of these for hundreds of land parcels using a manual process. A solution to these shortcomings is the use of automated valuation models. In this context, this paper presents the development, implementation, and evaluation of an artificial neural network automated valuation model combined with a geographical information system applied in a land consolidation case study area in Cyprus. The model has been tested for quality assurance based on international standards. The evaluation showed that a sample of 15% of the selected land parcel values provided by the Land Valuation Committee is adequate for appraising the land values of all parcels in the land consolidation area with a high or acceptable accuracy, reliability, and consistency. Consequently, the automated valuation model is highly efficient compared to the conventional land valuation method since it may reduce time and resources used by up to 80%. Although the new process is based partly on the Land Valuation Committee sample, which inherently carries inconsistencies, it is systematic, analytical, and standardized, hence enhancing transparency. The comparison of artificial neural networks with similar linear and nonlinear models applied to the same case study area showed that it is capable of producing better results than the former and similar outcomes to the latter. © 2016, © The Author(s) 2016."
"10.1177/0265813516651085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029438875&doi=10.1177%2f0265813516651085&partnerID=40&md5=3f36375d5cb42580c92ce0354a4e6058","Cellular Automata (CA) models are powerful simulation tools to study complex urban systems. Although there has been considerable amount of CA-based modeling work reported in the literature, few have been used as actual planning or policy making tools. The goal of this research aims to address the problem of “unapplicable CA models” by combining CA models with the framework of geodesign. Inspired by Batty's new science of cities, we put forward a geodesign-based framework for CA modeling to integrate the positive and normative dimension of the new science of cities as envisioned by Batty. Instead of merely applying CA models to positive urban studies, which typically requires more accurate predictions, we advocate the integration of positive (i.e. urban simulation) and normative (i.e. design) city science via the application of CA modeling to geodesign. By linking CA simulation with the geodesign framework, a geodesign-based CA model is developed and six urban design scenarios are integrated into the model, to test the urban growth impacts of these scenarios and generate a new design scenario accordingly. Using a case study of urban growth in Changping District, Beijing, we demonstrate that the normative and the positive dimension of Batty's new science for cities can be integrated. Geodesign, as a new conceptual framework, is helpful for streamlining the CA modelling process to evaluate different design scenarios and design new scenarios. In return, CA models could also contribute to the geodesign process by offering a tool for simulating and evaluating impacts of different design scenarios on urban growth. © 2016, © The Author(s) 2016."
"10.1177/0265813516655547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029434595&doi=10.1177%2f0265813516655547&partnerID=40&md5=17c0f82b5bd9af415d39569a3dd5b5a1","Urban renewal provides valuable opportunities for sustainable development. Sustainability assessment is considered a useful tool in ensuring sustainable development in practice. Although a number of studies have been conducted to evaluate the potential of urban renewal, studies on sustainability assessment in urban renewal at a neighborhood scale are often ignored. However, urban renewal is normally accompanied by many social, economic, and environmental conflicts among various stakeholders. The present paper proposes a framework for assessing neighborhood sustainability to support urban renewal decision making in high-density cities such as Hong Kong. This framework includes two components: (1) sustainability and building condition and (2) a decision-making matrix for urban renewal strategies. A case study was conducted to illustrate how this framework can be applied in the decision-making process of urban renewal projects. The results are expected to provide references for urban renewal decision making in high-density cities. © 2016, © The Author(s) 2016."
"10.1177/0265813516654473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029434508&doi=10.1177%2f0265813516654473&partnerID=40&md5=e5a4c1eeb5917215e3363ce2df828ed0","Ephemeral drainage patterns in the prairie pothole region of southern Alberta are not well understood at the landscape level. Municipal land use planning generally places very few constraints on development, which can leave the existing landscape topography and drainage patterns highly modified and engineered. Few if any features that exist within the pre-development landscape remain post-development. Part of the residential or industrial land development process is the creation of master drainage plans which focus on collecting and moving precipitation or snow melt away from roads and buildings through drainage ponds and piping systems. However, in prairie pothole landscapes, there is a landscape hydrology system that connects wetlands and sub-surface soil moisture flows and involves significant ephemeral components. These existing landscape flow systems provide ecosystem services in both flood and drought conditions. However, conventional land conversion processes do not generally recognize existing landscape processes like hydraulic connectivity in the development process. This creates a gap between the standard engineering approach and landscape structure and function which puts landscape processes and services at risk of being lost over time. The method demonstrated in this paper has been designed to bridge pre-development and post-development conditions for hydrologic flow systems. This method can be used as an additional cross-scalar information “layer” for use in the planning process to identify how utilities, roads and building sites can be spatially organized to complement rather than conflict with existing landscape flow systems in areas with minimal topographic relief and specifically in Prairie Pothole Region landscapes. This relatively simple technique can help reduce infrastructure costs and enables development to maintain natural flow systems and cross-scalar hydraulic connectivity. © 2016, © The Author(s) 2016."
"10.1177/0265813516655799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029433084&doi=10.1177%2f0265813516655799&partnerID=40&md5=f55f3879b3e4c22ca72e79a6e7ba5858","Urban floods are becoming a great concern of growing cities. Urban growth pressed by poverty and social drivers, together with possible climate change, may pose difficult challenges and increasing risk to safety and urban livability. In the face of this growing risk, urban drainage management is being pressed to move towards a flood risk management approach and that builds city resilience, or the capacity to continue functioning even in future hazardous conditions. In this context, this study proposes the development of an integrated Flood Resilience Index, departing from mathematical modelling tools and flood risk concepts. The Flood Resilience Index was built to support decision-making process in choosing design alternatives that improve flood control responses in future scenarios that surpass design standards. This way, flood control design decisions would be made under a quantitative assessment of the performance of a design alternative on potential flooding events in the long term. Flood Resilience Index was successfully tested in a watershed in the metropolitan region of Rio de Janeiro/Brazil where there is uncontrolled urban growth. It identified the best alternative to be a combined approach including sustainable urban drainage measures with river restoration techniques. When looking to the city centre area, this alternative scored a Flood Resilience Index of 47 over 100 against a conservative alternative of a dam, which only scored 20. © 2016, © The Author(s) 2016."
